,reviewID,reviewContent,flagged
45869,8gXM-64GJ98fLaVKhlBWkg,"I come here pretty often. The food is good enough to satisfy you're craving, it's not mind blasting. It varies between how good their dishes taste. I think the best thing they do is the Bun, the pho is so so.",N
31700,897pys2tFyrueCiQiZb-YA,"The Food:  AWESOME, and inexpensive. The Atmosphere: Nice, if you are lucky enough to get a booth (the place is small, and tight) The service: Can use some work, but i never had a horrible experience. The negative star comes from the ice tea. 3 glasses into a meal (What?! I was thirsty) A refill comes to me (in the same glass mind you) smelling of sewage!  I called over the waitress, and explained, she didn't act like she believed me, so she smells it, disgusted she explains she grabbed some pitcher by the cooks to fill with the tea. Never said sorry, didn't seem to care, and didn't comp the drink!   I'll still go there tho, their pastas, ALL OF THEM, are FANTASTIC....just bring your own tea!",N
10134,mWWiTySV-Negpv01qbx1jQ,"Wonderful, authentic, Persian food.  I am always happy with my meal and never leave hungry.  My husband and I go at least once a week and have two dinners and an appetizer for under $30.",N
61191,boRMTb2kPDRrEyQn9BpSOQ,"I Love love the bar with the Ladies!!! I like the range of food choices, from pizza to ribs! The food is Great whether you order in or delivery! The service nor the food has never let me down in the 5 years I have eaten there! ;-D",Y
45709,GEb62aYKynlRyTOMm7mg1Q,"My favorite restaurant in Chicago, but expect to pay for it.  The food is creative and interesting.  Sure, it's hit or miss with each dish, but you're there for the experience of tasting stuff you've never tasted before.  Bring a kick-ass bottle of wine (or 2).",N
59653,zT1JGlurK0YSB7rY-2yCEg,"Personally, Pizza is one of my favorite things to eat. I absolutely love it! I came here thinking that their pizza had so many great reviews, i thought it would totally be worth it.No other restaurant I have went to has ever made me so sick in my life. I definitely will not be coming back here anytime soon!",Y
11043,sxHopAa5Q3HZEUodaOlBCw,"Let's cut to the entrees.  The 1/2 roasted duck (anatra arrosto) and rosemary lamb (Angello al rosmarino) was unsatisfactory.  The fennel sausage and polenta that accompanied the duck was quite nice but I didn't order this dish for the sides, did I?  Quite frankly, I would have been much happier with peking duck from Chinatown.  As far as the rosemary lamb, it wasn't a total disaster, but I would still rank it in the bottom 20th percentile of lamb dishes I have had.  While I am still on my rant, I'm gonna have to say service was disorganized.  The servers kept coming to our table with the wrong orders and bottles of wine that we never ordered. It's a harsh start, but I wanted to end the review on a good note.  The greeter honored our reservation and we were seated immediately on the outdoor patio.  To start, the calamari was done well and the batter was not too heavy.  The funghi tartufati pizza was commendable.  But it was the pasta dishes that really won me over.  The stracci di farro was refreshing.  The pasta is made with imported farro flour and tossed with asparagus tips and mushrooms, then topped with truffle oil and parmesan curls.   The spaghetti nero ""frutti di marre"" was my favorite of the night.  The black spaghetti melded with the thick san marzano tomato sauce and there was just enough green chile to stimulate your palate with every bite.  Hidden throughout the dark strands were the array of fresh seafood.   As far as ambiance: Dining al fresco under the fig trees with a glimpse of the night sky was just sublime.  This experience ranks up there with the outdoor cabanas at Volo.  I guess this is as close to dining on the Italian countryside I can get for now...sigh*",N
26930,XzwxF3xQf1ub-hWX32SKZg,"I was introduced to Artopolis by my Greek friend and since then, I've returned many times. Long story short: - I crave their traditional soup daily - You will probably want to try everything on the menu - The bakery is fantastic. Get the dark chocolate mousse. - Great food for a great price! My only issues were: - it gets really loud at times   - They seemed to be understaffed, so it took longer than I had hoped to get our food, however it was worth the wait. Go here!!",N
33077,RzPlLJCAUezWi3GXm3mrCw,"Chipotle is far superior and so is Qdoba. Many of you will laugh at me for writing that., but the joke is on you if you eat here more than once. Avoid this factory of generic Mexican food.",N
13122,dfGoH0VmcQSQRN2DlrEy-A,"Yummy pizza!!! This place is always packed and obviously for a reason! The pizza is delicious and you can choose either a red or white pizza, both are equally amazing!! They brew their own beer, and the selection is quite tasty! If you are in wicker park definitely stop by piece!",N
62015,b1oaDcnX_vkCl6a07NTEIA,Very disappointing experience. I was very excited to try this buzzed restaurant. Staff was very not attentitive. Food had a lot of buildup from staff/menu with mediocre flavors and execution. From the moment we walked in from the front desk to the waitstaff.....just very disappointing.,Y
45135,zemJJwvJhS7gDQzdAgAZeg,"i love soup noodle and i love pho! this place did live up to its reputation. i got the  original pho and the broth was really great - aromatic, not too salty, not too oily. that's the most important part and they got it right. the sides are abundant too. it even came with a side i've never seen before - some tough leaves that looked like dandelion greens. weird. i hate asking for more sides (i'm always trying to cop extra lime and thai basil) so the fact that we had more than enough was super satisfying. i do wish my soup had more tripe and less tendon. the tendon was well-cooked but there was just too much of it and in huge chunks. i also like the sliced beef rarer than it was when it came out. it felt a little overcooked, but i know that's a hard thing to time. it's a good sign when i can get nit-picky about things like that though. also got the pork banh mi, which was pretty good. it's not the kind of banh mi i'd usually get (usually opt for something with pate and that weird meat that comes in a plastic tube - you know the one), but the bread was chewy and delicious, the pickled veggies were light, and meat was flavorful and tender. could have used more cilantro, but i always think everything could use more cilantro. got there on a saturday night around seven and the wait wasn't too bad for three people. we did have to share a table but i don't think that's too weird for places like this. service was good, especially considering how busy it got, and the meal was ridiculously cheap. i'd like to be back and probably will, but it didn't blow me away so much that i wouldn't try some of the other pho places around to compare.",N
5070,iDKcuxr6Poq9l6e5Ddkedg,"Ahh purple pig, I was so excited to finally get a chance to try you out. You were so promising from all the hype and reviews I have heard. Sadly, it was really just all hype. Came here last night with the gf for her birthday and we had high hopes and expectations. You know, like it was your child and that he/she would become great when they grow up. However, my dreams were crushed when the Purple Pig turned out to be a tweaked out salt-addict. We basically ordered based on all the other wonderful yelp reviews. What we had: 1) Fried Pig Ears 2) Bone Marrow Spread 3) Blade Steak 4) Pork Shoulder with Mash 5) Turkey Leg Confit The fried pig ear and bone marrow was delicious since it was the first two dishes that came out and we were both starving. The new flavors was a welcoming taste to my taste-buds. However, by the last few bites of the first two dishes we started noticing a pattern, it was overly salty. The blade steak came with a side of nduja and greens. The flavor was there, but again - over-salted. The greens was the worst, why does veggie have to be so salty!?! Next came the pork shoulder, we both each had literally two bites before we gave up because of salt-OD. Last came the turkey leg, and same thing. We took two bites and packed the rest to go. Overall, I was disappointed and even more surprising is only one other Yelper commented on how salty everything is. The potential is definitely there, because I can taste a lot of flavor and assorted ingredients in every dish. Sadly, this is all drowned out by the over-seasoning of salt. Someone please let the Purple Pig know that salt is not going out of style, and there is no need to use it this generously.",N
30073,9LYB3ypLDkB8CYeSXAtAoA,"The Best Pan Pizza in Chicago.  Its not ""Chicago"" style - just pan with a really really really crispy crust.  I'll take this over any pizza in Chicago when I'm not craving thin crust. Please - Everyone at least try this one. BTW - I've been told the crust gets a little soggy when you ""carry out"".  You owe it to yourself to sit down and eat one of these pies straight from the pan!",N
41874,M-8cnZrcJkZmeesCyJJLlQ,One of my favorite places to visit when I am in the city.  Typically a friendly crowd that leans towards young professional.  The mussels and fries are great and I usually always let the bartender make a suggestion as far as what beer I am going to drink.  This is definitely a place to visit if you are a beer snob.,N
37282,onyoTJ0fDCGaqYMVTofxtw,"I've been going to Yolk for some time now, even before all the hype, and I've always been a fan.  The decor is hip and fun and the atmosphere very cheery.   I'm personally a fan of the freshly squeezed strawberry-orange juice and the breakfast scrambler.  The food is very good, not like those less than standard breakfast places (IHOP, Old Country Buffet, etc) which I personally despise. The wait staff is genuinely helpful and always receive big tips from me. Overall I am a huge fan of Yolk.",N
56827,Efl1Zu6udR5zV8MzeVdOGQ,"If you like quality Mexican food and you enjoy visiting the Lincoln Square area the way I do, stop in so you too can say ""salsa.""  I have even seen the improvements over the years here as they've grown.  The inside is cleaner and decorated nicer than it was years ago.  All the wall murals were painted by a Mexican artist that now resides here in Chicago.  Andele!",N
54275,pF60D2LY9bXgtA45OhoD1A,"I went to Bin36 for a V-day party and ended up having a great time. All of the staff, from the hostesses to the wine bar servers, were very friendly and knowledgeable. The buffet they set up for us was a little limited on selections, but the cheese servings were awesome! I liked the atmosphere and would definitely go back.",N
41032,JiI4k8SYjSkV7ecY8idlUw,"Once again they screwed up my order, no matter how many times I repeat it over the phone. In 1 month 3 times... wow...Guys, really, can you get new management?",N
32781,r7QrF5oqzPdzzwIdhAw5vw,"You lose a star--and should probably lose 2--for the rude host.  Stopped by last night for dinner at about 6:50 & a server said ""Hi"" as he passed & let us know the host would be with us in a moment.  It was very busy, and a minute later when the host approached he simply said ""Name?"" Too busy for pleasantries, I guess. ""Gina.  How long is the wait for 2?"" ""45 minutes."" ""Wow! I was hoping to miss the rush--guess not."" ""(Scoff) Then you'd have had to come at 5."" ""I just didn't expect it to be so busy."" ""Well EVERYBODY ELSE is HUNGRY like YOU."" It wasn't yelling...it was just rude.  I'd use italics if I could.  Anyway, I turned & just walked out.  What a turn from from the normal stellar service I'm accustomed to receiving there. I haven't been there in maybe 3 months & I've never seen that guy before, so maybe he's new, but if he's gone next time I'm there, you may get your 5th star back.",N
55260,thOBZZSIBf5jL6FMvwvSVg,Are you having their Gumbo Ya-Ya for dinner? Why didn't you invite ME?!?!?,N
24117,-45ACF6BnP1YFu3ikhZKhg,"I was in Chicago for a short trip and Superdawg was the only place I looked forward to going to. This being my first time in Chicago, I got lost on the way there, but the journey was well worth it. I was somewhat confused on how to use the drive-in feature... but I finally got the hang of it and placed my order for a Chicago dog with everything on it. I fell in love again and again with each bite. The hot dog was so juicy and plump. I definitely recommend this place if you are in the Chicago area. The novelty of the place and packaging that the hot dog came in is very creative.",N
2797,hMy7JR8cgWk2,"I decided that in honor of my birthday I would eat the things I don't normally eat on a regular basis.  I knew I that I must go to Hot Doug's and try the hot dog because I do love hot dogs.  I had heard about massive lines at this place but when I arrived at 11:45am I got rock star parking in front of the place and there was only about three people in front of me.  Doug himself took the order and I got a corn dog, the hand cut fries and a char dog with everything on it (Chicago Style).  By the time I sat down there was a line forming out the door. I got their just in time!! All I can say about the corn dog was that it was the best corn dog I have ever had, EVER! The batter was delicious!!!  I'm salivating thinking about it now.  The char dog was great too, but I only ate a couple bites because I wanted to devote my taste buds to the amazing corn dog.  The hand cut fries were also delicious, perfectly cooked- not too soft and not too crisp- just perfecct.  I can't wait to go back and try some of the more interesting, less traditional items on the menu!",N
14525,ndaweJ6YBfbs2Dmy0LzS0g,"Poorly executed Fish with Pretzel ""crust""  the pretzel was not crunch at all, more like damp is the only way I can describe it.  I never send food back, but this time I just couldn't see paying $20 for bland fish.  The apps were decent, the cornbread bacony sressing type thing we had was really good.  Mussels were oily, broth was ok.  No need for me to go again.",N
53789,LxpTdCiECTdMaQyFKwhVnw,"This is quickly becoming one of my favorite brunch places.   The brunch entrees seem traditional enough but the restaurant puts its own spin on it and makes it different so even though you may be ordering the same ""every day"" breakfast entree...it sure doesn't taste the same.  I guess an easy way to say it is that The Publican takes the boring out of brunch entrees.   I don't think I've gotten grits at another place in Chicago.  This place serves them and they are delicious.  (Believe me...I'm from the South--and the South doesn't even make 'em like this!)   I mean, who gets excited about grits?   I know, right?  This place takes the boring out of your run-of-the-mill everyday food items.   The pork rinds appetizer was unusual but delicious.   The entrees all very good.  The coffee, hot and fresh.     Seating is a bit odd.  It's either a long family style table or booths with a door that encloses you in.  It's a bit claustrophobic in those booths.  However, I can tolerate it because I really appreciate that this place is different.  It's not your everyday restaurant seating arrangement.  The bathrooms are also cool.   The service can be a bit slow, but that's because this place is always packed for brunch! It's a bit of a drive if you life north of the city, but well worth a trip to the meat-packing district to get your grub on for a not-so-boring brunch.",N
30218,Ten7LHwXmDmYQ5RDq353NQ,"So, after reading many reviews on this new restaurant I was dying to try it. It seems that people are satisfied with their experience, so I want to see what all the fuss is about. Luckily, I work a block away and was not in the mood to cook last night ;-) From the moment you walk in, the ambiance is inviting, it is a clean and simple space with good music, lighting and comfortable seating. Why I think this place deserves 5 stars: 1. The staff is very good 2. The menus is clean, easy to read, well rounded, different but not over the top exotic. 3. The food was VERY good, a bit expensive, but what can you do? 4. Everything was served with impeccable timing 5. The selection is not overwhelming 6. TRY THE BROWNIE, enough said about my 5 star rating... As you can see, I am a big fan. My ideal dining experience is where I can order lots of small yet tasty dishes and try everything. I think this is definitely one of those experiences. I hate large portions and restaurants that waste food to make up for the lack of taste. I'm looking forward to going back soon!",N
44893,wom7JehmIxSAwlp94utvgg,"If you don't know, you betta axe somebody!!! Steaks so good it'll make you smack yo mama for a taste!! When I was in Asia for 2 months La Pasaditas was all I could think of....",N
18773,0GMDmQ2USFptGzHi7hivsg,"Carnivale has a great ambiance!  Lively, colorful, and most importantly tasty!  It's not the most vegetarian friendly, but they will accommodate you accordingly, as long as you don't get the waiter we had who informed us ""Chef is very particular about how he serves his food and won't alter anything"" even though the menu clearly stated, ""Please let us know if you have any dietary restrictions, we are more than happy to accommodate"".  Waiter = huge attitude.  I think he thought his ""good looks"" and ""short tie"" (they all wear these half ties there) would give him a right to treat a lovely table of ladies with disrespect for being vegetarian.  That issue put aside, Carnivale definitely was the perfect dinner spot for my bachelorette party.   We got seated at a lovely table in a somewhat private section of the restaurant and no, not because they thought we would be a rowdy bunch, but to give us an area where we could enjoy the festivities.  We all ordered different drinks, and they were ALL good.  Even my cousin who got a non-alcoholic smoothie got an awesome drink!  I recommend the chips and guacamole and the quesadillas, sans shrimp for vegetarians.  I hope to back here soon and next time plan to partake in their dancing!",N
12342,uB8udSqdH4EUZpdex6grqg,"Not sure I can add anything new that 500+ yelpers haven't already said, other than I dream about the vegetarian croissant sandwich.  A friend of mine introduced me to this wonderful creation, and I have not ordered anything else ever since.  Get it with the egg over easy, and expect a perfectly flaky croissant, crisp veggies...delicious messiness.",N
62894,yNHPWaZW8hjXvisyLcPCjg,"Great restaurant, great staff and most importantly great food. The best grilled octopus in the world....love it.",Y
5196,HfJWHvLl9rF0ZAEoPfOYPw,"The Purple Pig has been on my radar for a while, just about a year I'd say. I was excited. The anticipation was killing me. My hunger was killing me. And ya know what else was killing me? The wait. The place is pretty much always packed, so prepare to wait. What's nice is that you have the opportunity to take in our fine city while waiting outside...that is, if it's not winter. Lucky for my fiancee, friend and I it was decent out...just a bit nippy. We wound up waiting like an hour, and were seated outside next to a couple heating lamps. Oh wells. Our server was nice and attentive, recommending dishes as we perused the menu. TPP's headline is ""Cheese, Swine, & Wine."" We opted out of the first and third, jumping into a number of swanky swine dishes. With that said, realize that much of the menu will be fried, salty, or savory. Don't be surprised when your swine comes out. Some highlights: I've gotta say that I thought I knew bone marrow...boy was I wrong. I've tried it a couple times and thought it was meh, but I think that's because I wasn't eating quality prepared bone marrow. So savory. Melts in your mouth. For being all about swine, TPP does chicken and red meat pretty well. Chicken kabobs with fried smashed potatoes were delish, as was the wagyu sirloin tip. I understand the Bib Gourmand love from the Michelin guide...kinda. Walking out, I felt a little hungry, and my pocket felt a little lighter than I'd hoped. I'm not sure how well this fits the Bib guidelines ($40 or less for 2 courses, glass of wine, and dessert).  Oh well, I'll probably be back to feast on some more swine (I'm still not comfortable using the word ""swine."")",N
10052,zQ6ZYCJ16o76MaONp,I started going to Noon-o-kabob for lunch in Elk Grove Village when I used to work out that way. They Closed.. I ventured to the Kedzie location. My friend and I make it a point to get there as much as possible! Baba Ganojh (sounds like ganoush...sorry can not spell it) and some other things I can not spell out. everthing I have gotten has been very good. I highly recommend it! Excuse me while I go eat my Noon-o-kabob Leftovers!,N
60183,t6CgURcjpHb3Tzougx8u4A,I can't even tell how much I miss this place now that I live in Cali. Love the food and great selection of beer!!!,Y
54155,MzlAnPqkdOL,"I came into Alliance in search of a substitute for my beloved pumpkin cookie, star of a now defunct bakery in my hometown.  The cookie here wasn't an exact match but it was worth the $2 I paid for it.  The service was friendly, they have a ton of seasonal coffee drinks as well as caramel apple cider, and seriously if you can't wait til Christmas time for a gingerbread latte, you can get one here.  Everything in here looks delicious.  Mmm sugar.",N
9055,Y6w1S1CaE-91HGmFQUOZ9Q,"I'm actually kinda shocked that all these 5 star reviews are for the place we ate at tonight.   It's just a couple blocks from us and we've been meaning to try it for a while.  However, I recently saw it on a top 5 overrated pizzas in Chicago list.  It made me weary.  Tonight, however, we wanted something within walking distance so we gave it a whirl.   The good: - service was awesome.  Our server was very friendly, our buser was super polite, everything came out in a timely manner. - the outdoor patio is nice, although it seems like the intersection is one where people have issues with figuring out a 4 way stop and need to honk often.  C'est la vie.   - I had the Diavola pizza without tomato sauce.  It was DELICIOUS.   The bad: - while my pizza was delicious, $16  for a bit of mozzarella and sliced salami (pepperoni) on top of some dough seems outrageous to me.   - my husband had the Funghi e Salsiccia pizza and it was just... bad.  The sauce made the crust so soggy that it started falling apart in the middle and was total mush.  There were literally 8 minuscule pieces of sausage too... you might even have missed them if you glanced so quickly.  Again, $16 for some dough with a teeny amount of sausage and mushrooms seems overpriced.   - my stepdaughter had the Salsiccia and, same issues as above.  Mushy, falling apart... although she had MUCH more sausage than the Funghi e Salsiccia.   We didn't stick around for dessert because, honestly, I found dinner so unimpressive. We live just three blocks away... but we won't be back.  I'd rather get in my car and drive to better pizza than waste any more money here.",N
15665,9712xDjVLGVA1dEvCy4obA,Great place to try beers and high quality food.  It can get crowded so have patience on the weekends.  Bartenders do not hover over you and they will take time explaining the beers if you ask.  Also they have an upstairs that is open most night of the week.  We have always had great experiences at Revolution and we hope it becomes a Logan Square institution.  Weekend brunch off the menu is good as well.,N
5987,yl-VDc3WG3EKmNGlSmpZ3Q,"This rustic, tapas-style Mediterranean hot spot is perfect for lunch, but expect a seriously long wait after 6 PM. I'm a big fan of the razor clams, olive oil-poached tuna, milk-braised pork shoulder, prosciutto bread balls, and bone marrow. You really can't go wrong.",N
32488,vGyqIHY3tIO9L63BOnSwKA,"Outstanding vegetarian & Vegan food.  They have been doing it for nearly 30 years and obviously they have a good formula, ""Meat-free since 1983"", as they proudly proclaim.  Over the years they have improved the appearance of the interior, while preserving the unpretentious ambiance.  The menu is dynamic and continuously evolving, yet certain ""fan favorites"" stand the test of time, in particular, the shakes. Even if you are not a vegan or vegetarian, you will enjoy the food.",N
12385,MAPXAJ5MU4VA2lZEObeSuA,"Incredible pizza.  Just fabulous - I love a good thin crust, and this is it!  They use high quality ingredients and you don't feel like you're eating an entire pan of lasagna with one slice ::coughGIORDANOScough:: It's a fun atmosphere with live band karaoke on Saturdays and normal karaoke on Thursdays. Killer combos: - Bacon and clam on white pizza - don't argue with me, it's just like linguine with white clam sauce plus bacon and cheese - how can it get any better? - Spinach and artichoke on white pizza.  It's like spinach and artichoke dip, but it's pizza.  Om nom nom... - Mashed potatoes on red pizza.  Weird? Maybe.  I don't even LIKE mashed potatoes, but they're all hash-brown-y and delicious on this thing. The only problem with this place is that it is insanely difficult to actually eat here.  It is always PACKED.  There's no reservations except for ginormous groups, so invariably, there are about 10-20 people standing by the door, waiting for a table.  A good idea: the pick-up area one door over.  You can also go to the bar inside, pick up a ""growler"" (jug, basically, a la moonshine) of their in-house brewed beer, and take it with you to go. All in all, awesome pizza, great beer, and don't be afraid to order something wacky.",N
3958,luSGBE29EeDbtsx4ZzJXBA,"Wow.  This place is amazing.  My 4 stars is based on one dine-in experience and one delivery. My gf and I ordered a whole Seoul Sassy fried chicken.  I dream about this dish.  The flavors are powerful but balanced.  The crispy friedness was exactly what I had been craving.  I'm a fried chicken lover, and this is my all-time favorite.  If I were rating on this dish alone, it would be an enthusiastic 5. As far as the dining experience goes, be prepared that this is a fast food joint.  There are shared tables, which are wide, and the kitchen is a bit noisy.  Hence, it was difficult for me to hear my friend who was sitting across from me.  I do not fault the restaurant for this at all.  I'm just putting it out there in case you have other expectations. The four stars that I gave really reflect my experience with delivery and the Buddha Bowl.  I love bibimbop, but this dish lacked cohesion.  I was disappointed, but am willing to consider that something was lost due to the time for delivery.",N
12029,eEzz02BpLUoSSYiooaOcSA,"Really? The wait is how long? You're serving breakfast, right? What, are the omelets made from the eggs of some endangered species? The thought-to-be-extinct Dodo, mayhaps? And $4 for a little glass of orange juice?! Really?! That OJ better come with some booze or a hand job or at least have someone come to my table with a bag of oranges and squeeze them with their bare hands into my waiting glass. I realize Bongo Room isn't the only breakfast joint in town to price gouge it's patrons for a glass of ""Fresh-squeezed"" OJ, but it's something that has bothered me for a long time and I needed to get that off my chest. Thanks for listening. Before I go on, just know that I haaaate waiting in line. It's the reason I hate Six Flags, the DMV, and Communism. When it's a Saturday or Sunday morning, the last thing I want to do is stand outside with my eyes half closed, possibly hungover, and wait for a melodic voice call my name. This town is in dire need of some more breakfast places and soon. Look, just because it has a line outside, hip decor, and is located amidst hip used clothing stores doesn't mean it's anything special. I really really believe that people have allowed these characteristics to influence how they feel about this place. It's good food. That's it. It ain't great, folks. And certainly not worth waiting in line for or paying that much for. Now, I'm going to say something that might raise some hackles with the fairer sex, but I gotta say that, for some reason, it seems to be only girls that just LOOOOVE this place. Love it like Bongo is servin' up heaping plates of cocaine or smack. Scroll down through the reviews. Mostly girls. Just an observation. Sorry for the lengthy diatribe for a place that really isn't that bad. Just avoid the weekends and ask if they have any OJ from concentrate.",N
38855,AR1Av9hPQxAwZZUtD,"Loved the fun bar on the side if you don't want a stuffy dining experience! But your clothing will smell like food for a few hours after you leave, so considered yourself warned. As a Florida gal, I have to say their crab offerings are pretty darn good for the midwest! Service is great and their oysters of all kinds are superb. Good lord what was that amazing vinegar-like icey thing they served with our half shell oysters? Delicious! The hubby was in hog heaven, his blackened fish was outstanding. I had a bit of food envy but I was more than happy with my crab cakes!",N
22738,3qBsZHynBmi4no0eyvHoWA,get spicy miso something with white sauce and skip dessert,N
11123,ijKQ5Y9rP8-bhrcPALeViQ,Peece! Peace! PIECE! Any place where there's good beer brewed on site and excellent pizza will always get a good review in my book. The staff is cool and down to earth along with being knowedgeble about their beer.  It seems they're doin somethin right because you can see all of their awards on their chalkboard.  I've been a long time fan of piece and will continue to be!,N
31270,XwDEI4Pa3qwYlrytd,"I like to think that I'm a fair and unbiased judge of restaurants. If a place looks like a dive, but has great food, I won't disparage it. Despite the unassuming facade, I checked this place out after reading all the positive reviews; however, I could find no redeeming qualities in this place. The restaurant is attached to a bar - fine. But it is dark, dingy, and only has high stools or cramped booths for seating: strike one. The music is tuned to the ""Worst of the '60's"", which may just be a matter of taste, but it didn't improve my experience. The waitress came over soon enough, but left before we were done ordering, and we couldn't flag her again. She then proceeded to flirt with the busboy on the other side of the restaurant. Naturally, our order wasn't quite right: strike two. The food itself was chewy pasta, drowned in canned sauce and an inch of cheese. No flavor except fat in the Fettucini Alfredo - I've had better Stouffers dinners - and the marinara was a runny mess of tomato water. Plus, $1.50 for the 1/4 cup side of sauce to cover the rest of the pasta? Strike three, I'm outta there. It cost $20 without tip for two tiny bowls of nasty pasta. If you're looking for comfort food, or cheap food, or good service, I suggest you look elsewhere.",N
60296,qooGmlEWeaEy3d9XGI1caw,"This local gastropub is right on. It has the early 1900's roadhouse feel with it's pushbutton jukebox and its cloth-on-a-roll bathroom towels. I don't know why but all the waiters have moustache, which I imagine is an amalgamation of the logan square hip kids and the turn of the last century stylings which is exemplified by the old-timey photo-wallpaper in the bathroom. This place is an obvious improvement to the long defunct Winds Cafe... and not just vis-a-vis their inclusion of a bed and breakfast (due up in the spring).Food. I had the creamy scallop bisque and my friend had the wild boar sloppy joe. Not a lot of bisque, but plenty of joe to the point that I had about 1/2 of hers. Definitely tasty. Random trivia, the goal of all the dishes are to be comfort food that you would readily savor after a multitude of their wall of whiskey. Speaking of which, I had a winner of a Manhattan and Queen's Ice Tea that I didn't even realize that I downed. (Oh my, am I a lush?)Being that the L&E is 2 blocks away from my residence I'll be surely coming back. I may have overstayed my welcome by hanging around  for 3+ hrs so they had to politely boot me to make way for all the other salivating patrons. Those folk had good reason to drool.",Y
50195,GQ45K68,"I'm giving this 3 stars for the food, hooray Chefs, you good, so good.  And the Bartendars too. All of the food I've had so far has been seriously happy goodness, but I tell friends to go elsewhere so they don't have to deal with hunting for a flustered and apathetic server.  Enough already!  Get it together. Train your staff to deal with a busy night with some grace.  Period. I ordered curried mussels the last time I was here and Boy ordered some veggie crap.  As an appetizer, I thought it was a decent size for an entree so I super happy on that aspect.  Not too hot but spicy fun with a nice flavorful broth, and the mussels were tender. But I had one problem...my unhappy, 'I'm working in hell and why don't you hurry up and eat and get the f*%# out' Server.  Maybe I'm spoiled for when I was abroad, but you come to America and I swear in some of the nicest places or even the places that should 'TRY'-the service just goes to shit.   The appetizer didn't come with enough bread in my opinion for the goodliness act of 'sopping' up.  So I asked for more bread, assuming I would get the garlic bread, instead I got grain bread which was good, but it was too dense and mealy.  Since it was so busy, by the time my server came back, my mussels were too cold for any extra garlic bread and I was done, but I did ask her if she had the other bread and she said it would cost more money in this matter of fact way and the bread she gave me was free, pretty much a ""uh shut up and eat it response, I gotta get to other tables"".  Um...I speak the English language quite fluently, thank you.  Do you think maybe she could have bothered to ask me...hey...'sweet thang, you want more of that garlic bread?  Why sure, but I'll have to charge you for it, is that okay?  If not I can bring you our house bread but it's not the same.  You tell me what you want and I'll get it for you."" Is that hard to do?  And on top of it...the Busser was pretty much our server all evening...water refills, taking our plates away, condiment extra, cocktail and beer extra, yeah, he took our order to another Server, who got our drinks.  And he was doing this for the WHOLE RESTAURANT!  I did give him some money too.  I couldn't help it, my heart cried out for him, but my Server?  Just sloppy service.   I'm sitting at the bar from now on, maybe on a Sunday around 3 PM.  At least I know I will get their attention!",N
8271,mq,"Our second experience here was just as welcoming!  We decided to use the 1/2 birthday $15 gift certificate mailed to us after signing up for their email list.  As it was a Friday, we booked early to avoid the crowds.  We decided that the special was a better deal (from the neighborhood coupon books), which included a shared appetizer, two pasta entrees, and a shared dessert for about twenty dollars off the full price!  We had the bruchetta with avacado, the lasagna/pumpkin ravioli entrees, and tiramisu.  Both entrees are highly recommended...my husband is very picky with his lasagna and the portion was large enough for leftovers.  The pumpkin ravioli came with pieces of butternut squash, pinenuts, and a lovely burnt butter sauce....a wonderful fall dinner with cinnamon.  Worth the trip every time!!",N
57043,teP19vU-ETvda-j9IvYRjw,"Well, I would first like to point out that I am a New Yorker and definitely prefer my thin pizza over the deep dish pizza that I ate here. On that note, this was my first experience with Chicago deep dish pizza (as this was my first time to Chicago - where I am moving soon). My experience there was great, but not perfect because the deep dish pizza wasn't exactly what I thought it would be. The service here is immaculate. The waiter was very friendly and came to our table several times even though he was outrageously busy. It takes roughly 45 minutes to get your pizza, so I wish I took advice that I saw online and pre-ordered it so that when we arrived we didn't have to wait as long. But, that wait wasn't bad at all, compared to a lot of other places I have been to. The wait was worth it because as you sit there you get to see some of the history of the place. The writing on the walls, the pictures, etc. etc. etc. The food was really, really good. But, it wasn't what I was expecting from deep dish pizza. There was a lot of crust for a pizza. More crust than toppings. As for the toppings, there was a lot of cheese and not enough sauce and pepperoni for my taste. I am lactose-intolerant (even though I still eat dairy), but I'd much rather not eat a pound of cheese in a few slices of pizza (haha). But, for what it was - it was really good. It was well worth it for me. It was overall a great experience for me and I'm glad that I finally got to compare and contrast on which is better: NYC or Chicago pizza? Sorry, but I'm sticking with my NYC pizza.",N
58706,NabNNdtDTecrhNKZY8fTcQ,Speechless!,Y
27664,cKcK93-HXXlV7,"By recommendation of a local bartender, my family and I had trekked out to Pequod's for some deep dish pizza. It was relatively dead on a Sunday around 3 pm. I don't want to say that the service was bad, but the waitress seemed like she vould care less. Rarely came to check up on us. The bus boy and another gentleman (manager?) came to check on how we were doing and they were both much nicer and more pleasant. I'm not quite sure about the caramalzied crust that everyone was talking about. There wasn't that much of a crust, and it wasn't that good. The pizza is mostly dough, like another person had mentioned. The crust at Lou Manalti's was much better, but Pequod's toppings were phenominal. They were fresh, big pieces, and all over the pizza. If only we could combine the two!",N
43147,wYL,"Gets better and better with time, I feel. Food and drink still delicious as ever.",N
